mouse_id,genotype,session_id,seg_id,random,wsls,q-learning,assymetric q-learning,q-learning with stickiness,q-learning dual-alpha with stickiness,hmm
482,WT,24,482__MOUSE PRL__24__WT__0.6,123.90687228689,120.237770200711,127.189680420084,119.712995166601,123.452888680199,120.260966086416,131.616969458548
482,WT,25,482__MOUSE PRL__25__WT__0.6,121.333835622852,123.857638951916,124.514710034401,126.249705081578,124.290574362044,126.28663556239,137.595221386958
482,WT,26,482__MOUSE PRL__26__WT__0.6,126.722044397284,115.091362411871,113.644821120196,115.297230685346,117.433673017496,119.127837755986,139.271861885088
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,119.147253656521,122.664164512222,128.738285551155,128.427943011793,126.469757624429,126.536279408221,132.448828355176
483,NL3,25,483__MOUSE PRL__25__NL3__0.6,126.722044397284,128.658742375336,128.719317596579,129.760229009836,132.473351104775,133.711601442477,142.937143382632
483,NL3,26,483__MOUSE PRL__26__NL3__0.6,126.76649250043,125.433875861301,122.633126552295,124.182456087695,126.443334484219,127.030910499299,142.010849249727
484,NL3,24,484__MOUSE PRL__24__NL3__0.6,125.653083787158,121.376812830315,128.197249737568,128.515359535331,125.243749883664,126.5117911986,134.325494489935
484,NL3,25,484__MOUSE PRL__25__NL3__0.6,126.054441974493,126.650867938466,127.803118113993,129.802997301544,129.667160219813,131.66714067811,141.063056000741
484,NL3,26,484__MOUSE PRL__26__NL3__0.6,126.588656148696,128.408379626604,127.975662120353,128.617207382932,126.660416327206,128.544477944829,141.291893624651
485,NL3,24,485__MOUSE PRL__24__NL3__0.6,123.90687228689,125.390076075735,120.725598307997,122.72508271413,124.352940915096,126.347018197823,137.951623103276
485,NL3,25,485__MOUSE PRL__25__NL3__0.6,123.90687228689,128.36368392716,128.76653958049,130.766539582885,132.643117557274,134.643117577549,139.919007672191
485,NL3,26,485__MOUSE PRL__26__NL3__0.6,125.653083787158,121.840714105963,122.872868309618,118.699741491272,122.643677373009,120.432517519095,135.70395025502
494,NL3,24,494__MOUSE PRL__24__NL3__0.6,125.653083787158,126.440982598065,125.262695418367,127.012926656207,126.026988433089,128.011347031566,141.591650722092
494,NL3,25,494__MOUSE PRL__25__NL3__0.6,126.366195676127,125.138263052047,122.366388826702,123.301128154824,122.387112901711,123.791725914967,142.186733495192
494,NL3,26,494__MOUSE PRL__26__NL3__0.6,125.653083787158,124.923321871562,127.003675507,128.748462839044,125.324904704905,127.312749349241,137.280106158659
495,WT,24,495__MOUSE PRL__24__WT__0.6,126.366195676127,117.014868620757,125.901031405939,127.132087920639,122.092648771316,123.86124617743,134.685708938748
495,WT,25,495__MOUSE PRL__25__WT__0.6,123.142100061306,121.495926870798,128.766520327076,130.766502439941,122.388954484742,124.22430423976,135.536004040477
495,WT,26,495__MOUSE PRL__26__WT__0.6,126.722044397284,112.728746701277,126.798769907061,128.208214298216,116.241244517721,118.077093471758,125.915995514653
496,NL3,24,496__MOUSE PRL__24__NL3__0.6,126.054441974493,124.608936529729,125.079544433985,127.008203690608,129.061377044682,130.985930993129,141.966692830806
496,NL3,25,496__MOUSE PRL__25__NL3__0.6,126.054441974493,125.499238138211,123.620128531648,125.359923628587,123.499850550252,125.407794844411,134.842728919492
496,NL3,26,496__MOUSE PRL__26__NL3__0.6,122.284725979257,127.338520010209,125.334346265213,127.283933091527,128.328800226263,130.311988463438,138.780180029734
497,WT,24,497__MOUSE PRL__24__WT__0.6,126.366195676127,112.891710077012,128.104328930036,127.660298806681,114.907079145142,116.734401854486,124.33325853282
497,WT,25,497__MOUSE PRL__25__WT__0.6,126.054441974493,120.366262460989,121.367776290896,123.051570322742,121.08154497794,123.021526767039,127.9796704589
497,WT,26,497__MOUSE PRL__26__WT__0.6,124.579845787414,120.801766966083,118.33619283936,119.583401099691,120.373296251264,121.796005828683,135.720388637616
498,NL3,24,498__MOUSE PRL__24__NL3__0.6,121.333835622852,124.706841724077,122.167525529705,124.061066772384,120.338962098726,122.324536189377,135.739427059921
498,NL3,25,498__MOUSE PRL__25__NL3__0.6,125.161717723094,125.832543265159,127.37202603313,127.744665270267,130.333729980097,131.082489316648,139.409129840008
498,NL3,26,498__MOUSE PRL__26__NL3__0.6,126.722044397284,123.530349194189,127.838579344663,128.879457787308,126.73655117154,128.298985385989,138.315572095965
499,NL3,24,499__MOUSE PRL__24__NL3__0.6,116.572550292706,123.925253199563,119.802916032017,121.752497106046,123.352744191004,125.314482695017,127.681055359178
499,NL3,25,499__MOUSE PRL__25__NL3__0.6,125.653083787158,120.069471332083,122.791296000003,124.791296000003,123.462154461799,125.462154461638,139.488958123321
499,NL3,26,499__MOUSE PRL__26__NL3__0.6,123.142100061306,122.343450504588,125.988113403265,127.536376520137,125.635374922824,127.382844743559,136.295122017969
511,NL3,24,511__MOUSE PRL__24__NL3__0.6,124.579845787414,115.805062239504,118.487581653354,120.487581653353,117.075906060404,119.075906060402,134.87456348503
511,NL3,25,511__MOUSE PRL__25__NL3__0.6,126.76649250043,126.110147814481,128.333569554581,129.958872348951,129.296107933417,131.119095869724,140.687593954045
511,NL3,26,511__MOUSE PRL__26__NL3__0.6,125.161717723094,120.417674270616,127.560885715701,129.425899611906,123.080668238772,124.982671052467,134.431371095245
512,WT,24,512__MOUSE PRL__24__WT__0.6,126.722044397284,125.832543265159,125.078253429251,125.808347350086,128.133654081876,129.105551775718,141.377770810645
512,WT,25,512__MOUSE PRL__25__WT__0.6,126.588656148696,121.102394605402,122.758534639684,124.73846027179,123.019014814101,125.008411513542,137.867762155057
512,WT,26,512__MOUSE PRL__26__WT__0.6,126.722044397284,122.500535011591,124.071395345627,124.965542635511,124.59519831223,125.874427933174,138.105948464703
513,WT,24,513__MOUSE PRL__24__WT__0.6,126.76649250043,115.903963843924,123.020674028231,123.525676673853,119.111738819425,120.191072435737,131.148090348377
513,WT,25,513__MOUSE PRL__25__WT__0.6,126.366195676127,125.099680713705,126.912999160669,128.82593558685,130.064022957832,132.010465115313,142.009026248676
