mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
482,WT,24,482__MOUSE PRL__24__WT__0.6,random,60.9534361434451,123.90687228689,126.40668195722
482,WT,24,482__MOUSE PRL__24__WT__0.6,wsls,58.1188851003554,120.237770200711,125.237389541371
482,WT,24,482__MOUSE PRL__24__WT__0.6,q-learning,61.5948402100421,127.189680420084,132.189299760745
482,WT,24,482__MOUSE PRL__24__WT__0.6,assymetric q-learning,56.8564975833005,119.712995166601,127.212424177592
482,WT,24,482__MOUSE PRL__24__WT__0.6,q-learning with stickiness,57.7264443400997,123.452888680199,133.45212736152
482,WT,24,482__MOUSE PRL__24__WT__0.6,q-learning dual-alpha with stickiness,55.1304830432081,120.260966086416,132.760014438067
482,WT,24,482__MOUSE PRL__24__WT__0.6,hmm,55.808484729274,131.616969458548,156.615066161851
482,WT,25,482__MOUSE PRL__25__WT__0.6,random,59.666917811426,121.333835622852,123.833645293182
482,WT,25,482__MOUSE PRL__25__WT__0.6,wsls,59.9288194759582,123.857638951916,128.857258292577
482,WT,25,482__MOUSE PRL__25__WT__0.6,q-learning,60.2573550172005,124.514710034401,129.514329375062
482,WT,25,482__MOUSE PRL__25__WT__0.6,assymetric q-learning,60.1248525407891,126.249705081578,133.749134092569
482,WT,25,482__MOUSE PRL__25__WT__0.6,q-learning with stickiness,58.1452871810218,124.290574362044,134.289813043365
482,WT,25,482__MOUSE PRL__25__WT__0.6,q-learning dual-alpha with stickiness,58.1433177811952,126.28663556239,138.785683914042
482,WT,25,482__MOUSE PRL__25__WT__0.6,hmm,58.7976106934791,137.595221386958,162.593318090261
482,WT,26,482__MOUSE PRL__26__WT__0.6,random,62.361022198642,126.722044397284,129.221854067614
482,WT,26,482__MOUSE PRL__26__WT__0.6,wsls,55.5456812059354,115.091362411871,120.090981752531
482,WT,26,482__MOUSE PRL__26__WT__0.6,q-learning,54.8224105600979,113.644821120196,118.644440460856
482,WT,26,482__MOUSE PRL__26__WT__0.6,assymetric q-learning,54.6486153426728,115.297230685346,122.796659696336
482,WT,26,482__MOUSE PRL__26__WT__0.6,q-learning with stickiness,54.716836508748,117.433673017496,127.432911698817
482,WT,26,482__MOUSE PRL__26__WT__0.6,q-learning dual-alpha with stickiness,54.5639188779928,119.127837755986,131.626886107637
482,WT,26,482__MOUSE PRL__26__WT__0.6,hmm,59.6359309425441,139.271861885088,164.269958588391
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,random,58.5736268282603,119.147253656521,121.647063326851
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,wsls,59.332082256111,122.664164512222,127.663783852882
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,q-learning,62.3691427755775,128.738285551155,133.737904891815
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,assymetric q-learning,61.2139715058963,128.427943011793,135.927372022783
483,NL3,24,483__MOUSE PRL__24__NL3__0.6,q-learning with stickiness,59.2348788122144,126.469757624429,136.46899630575
