mouse_id,genotype,session_id,seg_id,p_right
532,WT,26,532__MOUSE PRL__26__WT__0.6,0.444444444444444
533,WT,24,533__MOUSE PRL__24__WT__0.6,0.288888888888889
533,WT,25,533__MOUSE PRL__25__WT__0.6,0.455555555555556
533,WT,26,533__MOUSE PRL__26__WT__0.6,0.422222222222222
537,NL3,24,537__MOUSE PRL__24__NL3__0.6,0.533333333333333
537,NL3,25,537__MOUSE PRL__25__NL3__0.6,0.466666666666667
537,NL3,26,537__MOUSE PRL__26__NL3__0.6,0.477777777777778
543,NL3,24,543__MOUSE PRL__24__NL3__0.6,0.5
543,NL3,25,543__MOUSE PRL__25__NL3__0.6,0.444444444444444
543,NL3,26,543__MOUSE PRL__26__NL3__0.6,0.433333333333333
544,WT,24,544__MOUSE PRL__24__WT__0.6,0.455555555555556
544,WT,25,544__MOUSE PRL__25__WT__0.6,0.466666666666667
544,WT,26,544__MOUSE PRL__26__WT__0.6,0.455555555555556
546,WT,24,546__MOUSE PRL__24__WT__0.6,0.477777777777778
546,WT,25,546__MOUSE PRL__25__WT__0.6,0.522222222222222
546,WT,26,546__MOUSE PRL__26__WT__0.6,0.533333333333333
554,WT,24,554__MOUSE PRL__24__WT__0.6,0.622222222222222
554,WT,25,554__MOUSE PRL__25__WT__0.6,0.533333333333333
554,WT,26,554__MOUSE PRL__26__WT__0.6,0.522222222222222
555,NL3,24,555__MOUSE PRL__24__NL3__0.6,0.388888888888889
555,NL3,25,555__MOUSE PRL__25__NL3__0.6,0.522222222222222
555,NL3,26,555__MOUSE PRL__26__NL3__0.6,0.4
556,WT,24,556__MOUSE PRL__24__WT__0.6,0.455555555555556
556,WT,25,556__MOUSE PRL__25__WT__0.6,0.533333333333333
556,WT,26,556__MOUSE PRL__26__WT__0.6,0.511111111111111
557,NL3,24,557__MOUSE PRL__24__NL3__0.6,0.511111111111111
557,NL3,25,557__MOUSE PRL__25__NL3__0.6,0.533333333333333
557,NL3,26,557__MOUSE PRL__26__NL3__0.6,0.544444444444444
565,WT,24,565__MOUSE PRL__24__WT__0.6,0.577777777777778
565,WT,25,565__MOUSE PRL__25__WT__0.6,0.5
565,WT,26,565__MOUSE PRL__26__WT__0.6,0.411111111111111
566,NL3,24,566__MOUSE PRL__24__NL3__0.6,0.411111111111111
566,NL3,25,566__MOUSE PRL__25__NL3__0.6,0.566666666666667
566,NL3,26,566__MOUSE PRL__26__NL3__0.6,0.488888888888889
567,NL3,24,567__MOUSE PRL__24__NL3__0.6,0.511111111111111
567,NL3,25,567__MOUSE PRL__25__NL3__0.6,0.455555555555556
567,NL3,26,567__MOUSE PRL__26__NL3__0.6,0.522222222222222
568,WT,24,568__MOUSE PRL__24__WT__0.6,0.4
568,WT,25,568__MOUSE PRL__25__WT__0.6,0.455555555555556
568,WT,26,568__MOUSE PRL__26__WT__0.6,0.411111111111111
