mouse_id,genotype,session_id,seg_id,p_right
532,WT,5,532__MOUSE DRL Overtraining__5__WT__1,0.533333333333333
532,WT,6,532__MOUSE DRL Overtraining__6__WT__1,0.488888888888889
533,WT,1,533__MOUSE DRL Overtraining__1__WT__1,0.433333333333333
533,WT,2,533__MOUSE DRL Overtraining__2__WT__1,0.444444444444444
533,WT,3,533__MOUSE DRL Overtraining__3__WT__1,0.488888888888889
533,WT,4,533__MOUSE DRL Overtraining__4__WT__1,0.466666666666667
533,WT,5,533__MOUSE DRL Overtraining__5__WT__1,0.511111111111111
533,WT,6,533__MOUSE DRL Overtraining__6__WT__1,0.488888888888889
537,NL3,1,537__MOUSE DRL Overtraining__1__NL3__1,0.433333333333333
537,NL3,2,537__MOUSE DRL Overtraining__2__NL3__1,0.477777777777778
537,NL3,3,537__MOUSE DRL Overtraining__3__NL3__1,0.444444444444444
537,NL3,4,537__MOUSE DRL Overtraining__4__NL3__1,0.488888888888889
537,NL3,5,537__MOUSE DRL Overtraining__5__NL3__1,0.488888888888889
537,NL3,6,537__MOUSE DRL Overtraining__6__NL3__1,0.488888888888889
543,NL3,1,543__MOUSE DRL Overtraining__1__NL3__1,0.477777777777778
543,NL3,2,543__MOUSE DRL Overtraining__2__NL3__1,0.433333333333333
543,NL3,3,543__MOUSE DRL Overtraining__3__NL3__1,0.477777777777778
543,NL3,4,543__MOUSE DRL Overtraining__4__NL3__1,0.455555555555556
543,NL3,5,543__MOUSE DRL Overtraining__5__NL3__1,0.488888888888889
543,NL3,6,543__MOUSE DRL Overtraining__6__NL3__1,0.455555555555556
544,WT,1,544__MOUSE DRL Overtraining__1__WT__1,0.533333333333333
544,WT,2,544__MOUSE DRL Overtraining__2__WT__1,0.522222222222222
544,WT,3,544__MOUSE DRL Overtraining__3__WT__1,0.533333333333333
544,WT,4,544__MOUSE DRL Overtraining__4__WT__1,0.522222222222222
544,WT,5,544__MOUSE DRL Overtraining__5__WT__1,0.5
544,WT,6,544__MOUSE DRL Overtraining__6__WT__1,0.466666666666667
546,WT,1,546__MOUSE DRL Overtraining__1__WT__1,0.544444444444444
546,WT,2,546__MOUSE DRL Overtraining__2__WT__1,0.444444444444444
546,WT,3,546__MOUSE DRL Overtraining__3__WT__1,0.444444444444444
546,WT,4,546__MOUSE DRL Overtraining__4__WT__1,0.555555555555556
546,WT,5,546__MOUSE DRL Overtraining__5__WT__1,0.522222222222222
546,WT,6,546__MOUSE DRL Overtraining__6__WT__1,0.411111111111111
554,WT,1,554__MOUSE DRL Overtraining__1__WT__1,0.522222222222222
554,WT,2,554__MOUSE DRL Overtraining__2__WT__1,0.5
554,WT,3,554__MOUSE DRL Overtraining__3__WT__1,0.466666666666667
554,WT,4,554__MOUSE DRL Overtraining__4__WT__1,0.511111111111111
554,WT,5,554__MOUSE DRL Overtraining__5__WT__1,0.466666666666667
554,WT,6,554__MOUSE DRL Overtraining__6__WT__1,0.5
555,NL3,1,555__MOUSE DRL Overtraining__1__NL3__1,0.488888888888889
555,NL3,2,555__MOUSE DRL Overtraining__2__NL3__1,0.5
555,NL3,3,555__MOUSE DRL Overtraining__3__NL3__1,0.533333333333333
555,NL3,4,555__MOUSE DRL Overtraining__4__NL3__1,0.511111111111111
555,NL3,5,555__MOUSE DRL Overtraining__5__NL3__1,0.477777777777778
555,NL3,6,555__MOUSE DRL Overtraining__6__NL3__1,0.488888888888889
556,WT,1,556__MOUSE DRL Overtraining__1__WT__1,0.555555555555556
556,WT,2,556__MOUSE DRL Overtraining__2__WT__1,0.522222222222222
556,WT,3,556__MOUSE DRL Overtraining__3__WT__1,0.477777777777778
556,WT,4,556__MOUSE DRL Overtraining__4__WT__1,0.477777777777778
556,WT,5,556__MOUSE DRL Overtraining__5__WT__1,0.522222222222222
556,WT,6,556__MOUSE DRL Overtraining__6__WT__1,0.522222222222222
557,NL3,1,557__MOUSE DRL Overtraining__1__NL3__1,0.477777777777778
557,NL3,2,557__MOUSE DRL Overtraining__2__NL3__1,0.5
557,NL3,3,557__MOUSE DRL Overtraining__3__NL3__1,0.511111111111111
557,NL3,4,557__MOUSE DRL Overtraining__4__NL3__1,0.477777777777778
557,NL3,5,557__MOUSE DRL Overtraining__5__NL3__1,0.544444444444444
557,NL3,6,557__MOUSE DRL Overtraining__6__NL3__1,0.588888888888889
565,WT,1,565__MOUSE DRL Overtraining__1__WT__1,0.533333333333333
565,WT,2,565__MOUSE DRL Overtraining__2__WT__1,0.422222222222222
565,WT,3,565__MOUSE DRL Overtraining__3__WT__1,0.533333333333333
565,WT,4,565__MOUSE DRL Overtraining__4__WT__1,0.466666666666667
565,WT,5,565__MOUSE DRL Overtraining__5__WT__1,0.522222222222222
565,WT,6,565__MOUSE DRL Overtraining__6__WT__1,0.4
566,NL3,1,566__MOUSE DRL Overtraining__1__NL3__1,0.511111111111111
566,NL3,2,566__MOUSE DRL Overtraining__2__NL3__1,0.577777777777778
566,NL3,3,566__MOUSE DRL Overtraining__3__NL3__1,0.522222222222222
566,NL3,4,566__MOUSE DRL Overtraining__4__NL3__1,0.466666666666667
566,NL3,5,566__MOUSE DRL Overtraining__5__NL3__1,0.488888888888889
566,NL3,6,566__MOUSE DRL Overtraining__6__NL3__1,0.477777777777778
567,NL3,1,567__MOUSE DRL Overtraining__1__NL3__1,0.544444444444444
567,NL3,2,567__MOUSE DRL Overtraining__2__NL3__1,0.566666666666667
567,NL3,3,567__MOUSE DRL Overtraining__3__NL3__1,0.5
567,NL3,4,567__MOUSE DRL Overtraining__4__NL3__1,0.544444444444444
567,NL3,5,567__MOUSE DRL Overtraining__5__NL3__1,0.588888888888889
567,NL3,6,567__MOUSE DRL Overtraining__6__NL3__1,0.511111111111111
568,WT,1,568__MOUSE DRL Overtraining__1__WT__1,0.533333333333333
568,WT,2,568__MOUSE DRL Overtraining__2__WT__1,0.477777777777778
568,WT,3,568__MOUSE DRL Overtraining__3__WT__1,0.488888888888889
568,WT,4,568__MOUSE DRL Overtraining__4__WT__1,0.422222222222222
568,WT,5,568__MOUSE DRL Overtraining__5__WT__1,0.466666666666667
568,WT,6,568__MOUSE DRL Overtraining__6__WT__1,0.4
