mouse_id,genotype,session_id,seg_id,random,wsls,q-learning,assymetric q-learning,q-learning with stickiness,q-learning dual-alpha with stickiness,hmm
482,WT,1,482__MOUSE DRL Overtraining__1__WT__1,126.588656148696,90.6026743526131,87.6039060674668,89.0828817356634,89.2747516538728,91.2345779589123,126.636896461642
482,WT,2,482__MOUSE DRL Overtraining__2__WT__1,126.054441974493,82.8479956471819,90.7215009665113,85.297299563453,91.8641343398134,88.1357222707806,118.74446609882
482,WT,3,482__MOUSE DRL Overtraining__3__WT__1,126.588656148696,50.0829892575724,57.9910675100546,50.2852535901214,54.6161254865179,48.8391750175638,112.298665819678
482,WT,4,482__MOUSE DRL Overtraining__4__WT__1,126.366195676127,68.182044881533,87.6522564429646,89.3670690589642,81.7845457555479,83.6945230568571,106.774331139201
482,WT,5,482__MOUSE DRL Overtraining__5__WT__1,126.588656148696,77.7726356340081,85.1802278217987,87.1802278218009,87.703884993143,89.7038849931409,119.508011218616
482,WT,6,482__MOUSE DRL Overtraining__6__WT__1,126.722044397284,65.456917206931,65.3304499060762,67.2960056487901,68.5148489245308,70.4545482959231,106.734821643024
483,NL3,1,483__MOUSE DRL Overtraining__1__NL3__1,125.653083787158,87.6829966162146,87.4742327469867,89.2918077235972,90.9575361997586,92.7605146904027,122.662080130692
483,NL3,2,483__MOUSE DRL Overtraining__2__NL3__1,125.161717723094,96.8713313160795,88.7741388884177,90.2707306561041,92.4522231239528,93.9339634671933,126.484234049611
483,NL3,3,483__MOUSE DRL Overtraining__3__NL3__1,126.722044397284,103.40682310524,114.485657334326,114.19358291032,111.029518695298,111.963781297627,129.237015111254
483,NL3,4,483__MOUSE DRL Overtraining__4__NL3__1,126.054441974493,82.8523183195523,83.2082238135258,85.0274910414986,85.4895389045732,87.3502665631962,124.431195123959
483,NL3,5,483__MOUSE DRL Overtraining__5__NL3__1,126.722044397284,91.9529305145391,92.2699105869038,92.0493718270964,95.8062429435296,95.6617888806647,130.449609032563
483,NL3,6,483__MOUSE DRL Overtraining__6__NL3__1,126.588656148696,90.0375460032192,90.7449696201538,92.6519531891855,94.1810656882707,96.1498482019017,125.507432671062
484,NL3,1,484__MOUSE DRL Overtraining__1__NL3__1,126.366195676127,77.541636690238,89.8479236807281,91.8479236807279,78.7186599781681,80.7186599781668,112.012748494039
484,NL3,2,484__MOUSE DRL Overtraining__2__NL3__1,125.653083787158,89.3630613936259,111.78213600255,113.585548187357,95.9544533199807,97.0455244773786,113.290998636376
484,NL3,3,484__MOUSE DRL Overtraining__3__NL3__1,126.366195676127,82.2033573546444,104.343639118604,104.760835124647,94.3341705429748,95.1740754048971,114.681068688109
484,NL3,4,484__MOUSE DRL Overtraining__4__NL3__1,126.366195676127,83.2784050267006,80.8492272945348,80.489005464811,83.6384612134441,83.7088694910027,116.192645944377
484,NL3,5,484__MOUSE DRL Overtraining__5__NL3__1,125.161717723094,81.9162421396823,86.9773050553639,88.9733138634826,89.4653012564884,91.4616424071641,119.839761153569
