mouse_id,genotype,session_id,seg_id,random,wsls,q-learning,assymetric q-learning,q-learning with stickiness,q-learning dual-alpha with stickiness,hmm
482,WT,1,482__MOUSE PRL 7 to Reversal__1__WT__0.8,123.142100061306,104.827966915311,108.292121416714,109.959034160515,111.063077994221,112.815189783938,130.177918659089
482,WT,2,482__MOUSE PRL 7 to Reversal__2__WT__0.8,126.588656148696,90.7051244509483,89.174368095118,90.5412048937285,91.6224974851202,92.5629306117435,124.4212475141
482,WT,3,482__MOUSE PRL 7 to Reversal__3__WT__0.8,126.722044397284,77.901020334497,96.9552190916419,98.9552190916432,91.5152293499272,93.4512679144725,117.248966452337
483,NL3,1,483__MOUSE PRL 7 to Reversal__1__NL3__0.8,123.142100061306,110.052237744515,115.775433638971,111.916480654305,112.880707184485,110.968657726697,128.490737432332
483,NL3,2,483__MOUSE PRL 7 to Reversal__2__NL3__0.8,124.579845787414,121.190362039449,123.075565767979,122.656965751199,124.084359350069,124.370342939021,135.366353839954
483,NL3,3,483__MOUSE PRL 7 to Reversal__3__NL3__0.8,126.722044397284,122.634554033085,121.519186972674,122.568008775328,125.359263405483,126.396666945872,142.386273135608
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,123.142100061306,122.770723124131,124.583480075332,125.328761778465,127.572119409629,128.543245022105,138.310183974222
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,126.366195676127,126.275933912703,127.558788556435,129.258598888754,129.309033246105,131.277867755981,141.821327608323
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,122.284725979257,116.18867446784,116.395063824612,115.603242963868,115.54990960326,116.442258062625,133.229648462218
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,125.653083787158,119.856027874636,123.524271445231,125.524271445231,123.572168373704,125.572168374236,137.52625233471
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,123.90687228689,108.488091199189,108.669174451483,109.757192633459,112.231811035405,113.431700332046,127.523504851598
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,125.653083787158,102.09140775246,103.682669002016,105.682669002015,106.897681403741,108.897681403744,134.588946643273
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,126.722044397284,122.211404760514,116.90053275169,118.900510557562,117.328692014856,119.301639866727,137.634958801899
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,120.288397069161,112.43825210381,111.609682187584,107.365811788351,112.748881769528,109.555636715263,127.146565201359
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,126.366195676127,119.895411319044,114.409068789552,116.085356523839,113.711146312159,115.467084643908,129.658871247
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,126.588656148696,102.780949142777,109.92968401487,111.796442449428,100.538445715922,101.365351655799,125.369609542683
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,126.588656148696,108.566448962973,116.057384901221,117.048095237244,109.426903063576,110.64695372398,126.673659028651
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,126.366195676127,99.9489084940366,123.603588563707,124.433769634691,104.618465156476,106.431086492316,117.099061882911
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,126.76649250043,119.280028123444,124.91677177622,125.176449692667,119.579150778525,120.837568042933,134.555183577288
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,117.909115600134,115.823551236977,118.737286888118,120.737286888117,109.602332389503,111.602332389448,130.286242537558
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,121.333835622852,110.953579737523,107.443848009883,106.911447375732,110.9083154578,109.071930168206,130.790343925217
