mouse_id,genotype,session_id,seg_id,p_right
557,NL3,2,557__MOUSE PRL 7 to Reversal__2__NL3__0.8,0.6
557,NL3,3,557__MOUSE PRL 7 to Reversal__3__NL3__0.8,0.566666666666667
565,WT,1,565__MOUSE PRL 7 to Reversal__1__WT__0.8,0.477777777777778
565,WT,2,565__MOUSE PRL 7 to Reversal__2__WT__0.8,0.411111111111111
565,WT,3,565__MOUSE PRL 7 to Reversal__3__WT__0.8,0.555555555555556
566,NL3,1,566__MOUSE PRL 7 to Reversal__1__NL3__0.8,0.544444444444444
566,NL3,2,566__MOUSE PRL 7 to Reversal__2__NL3__0.8,0.555555555555556
566,NL3,3,566__MOUSE PRL 7 to Reversal__3__NL3__0.8,0.666666666666667
567,NL3,1,567__MOUSE PRL 7 to Reversal__1__NL3__0.8,0.488888888888889
567,NL3,2,567__MOUSE PRL 7 to Reversal__2__NL3__0.8,0.577777777777778
567,NL3,3,567__MOUSE PRL 7 to Reversal__3__NL3__0.8,0.544444444444444
568,WT,1,568__MOUSE PRL 7 to Reversal__1__WT__0.8,0.366666666666667
568,WT,2,568__MOUSE PRL 7 to Reversal__2__WT__0.8,0.633333333333333
568,WT,3,568__MOUSE PRL 7 to Reversal__3__WT__0.8,0.466666666666667
