mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,60.5710500306531,123.142100061306,125.641909731636
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,59.3853615620656,122.770723124131,127.770342464792
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,60.2917400376658,124.583480075332,129.583099415992
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,59.6643808892326,125.328761778465,132.828190789456
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,59.7860597048147,127.572119409629,137.571358090951
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,59.2716225110523,128.543245022105,141.042293373756
484,NL3,1,484__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,59.1550919871108,138.310183974222,163.308280677524
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,62.1830978380636,126.366195676127,128.866005346458
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,61.1379669563514,126.275933912703,131.275553253363
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,61.7793942782177,127.558788556435,132.558407897096
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,61.6292994443773,129.258598888754,136.758027899745
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,60.6545166230526,129.309033246105,139.308271927426
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,60.6389338779904,131.277867755981,143.776916107632
484,NL3,2,484__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,60.9106638041616,141.821327608323,166.819424311626
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,60.1423629896285,122.284725979257,124.784535649587
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,56.0943372339201,116.18867446784,121.188293808501
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,56.197531912306,116.395063824612,121.394683165273
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,54.8016214819342,115.603242963868,123.102671974859
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,53.7749548016299,115.54990960326,125.549148284581
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,53.2211290313123,116.442258062625,128.941306414276
484,NL3,3,484__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,56.6148242311092,133.229648462218,158.227745165521
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,61.8265418935791,125.653083787158,128.152893457488
