mouse_id,genotype,session_id,seg_id,random,wsls,q-learning,assymetric q-learning,q-learning with stickiness,q-learning dual-alpha with stickiness,hmm
482,WT,1,482__MOUSE DRL__1__WT__1,47.8199088279939,44.4659519809217,45.9969584766625,45.7651783479202,43.9303878250187,43.7388498831924,44.1328388516172
482,WT,2,482__MOUSE DRL__2__WT__1,41.8794524953836,40.6001155411779,41.2138936558872,41.0576522449537,36.9164700134872,36.5555438107364,40.1789086961955
482,WT,3,482__MOUSE DRL__3__WT__1,57.5870243779701,56.4555880415643,54.0354492926578,52.0816814018089,53.9338088448564,52.054569014349,55.6065671650522
482,WT,4,482__MOUSE DRL__4__WT__1,61.289922893707,48.0697637875453,47.7355434482658,44.3573071482578,46.7208916748848,44.148194602719,51.8265111269229
482,WT,5,482__MOUSE DRL__5__WT__1,62.3832462502151,52.9673793529347,52.8448705807198,52.8448705807197,52.6107688298744,52.5462849011263,58.6068334070624
482,WT,6,482__MOUSE DRL__6__WT__1,61.5808588615471,57.1950732240304,56.7659761147634,55.122419931107,56.6445917145417,55.0556110027286,59.9622432779834
482,WT,7,482__MOUSE DRL__7__WT__1,61.8265418935791,46.3969658744405,48.8244811810521,47.1810486042041,45.7449494081041,44.672554728165,50.6038392739512
482,WT,8,482__MOUSE DRL__8__WT__1,62.1830978380636,51.286454709967,57.5443283882883,57.5436468736524,52.6273422797194,52.6245597287071,54.2549667908724
482,WT,9,482__MOUSE DRL__9__WT__1,62.0272209872465,41.4426393655788,42.5757938164585,40.4260454350839,40.6893152741686,39.3479999462045,52.3125692503213
482,WT,10,482__MOUSE DRL__10__WT__1,61.0085824355189,44.1510591109978,40.803289345722,40.1847315075741,39.3603352386903,38.8534469372882,47.9802985325018
482,WT,11,482__MOUSE DRL__11__WT__1,61.5808588615471,43.516876075044,45.4835832369485,45.4054369931623,44.2945723713184,44.2593838772454,51.5242075560165
482,WT,12,482__MOUSE DRL__12__WT__1,61.5808588615471,44.6243142645656,45.88323211619,45.105560822205,44.8239901852131,44.1642705714602,51.8377787862605
482,WT,13,482__MOUSE DRL__13__WT__1,62.3832462502151,50.112923734181,48.3958120910067,48.3958120910064,47.1307571260659,47.1307571260663,55.8455755121328
482,WT,14,482__MOUSE DRL__14__WT__1,62.361022198642,43.5608689830272,44.7531210966357,44.739257199265,44.312469139053,44.3123438140775,54.5737864758538
482,WT,15,482__MOUSE DRL__15__WT__1,62.361022198642,28.1834320511728,26.6063658548497,26.4557471563974,25.4607187612276,25.0774398111892,44.7918150452859
483,NL3,1,483__MOUSE DRL__1__NL3__1,54.9777871847604,59.7595615155145,52.9980660947804,52.9422618083486,51.8449900391351,51.7703571371988,53.5837750795643
483,NL3,2,483__MOUSE DRL__2__NL3__1,62.0272209872465,52.2356963804683,53.2323723903552,50.5146392953027,51.2656119756053,49.2808780630461,55.2971288339424
483,NL3,3,483__MOUSE DRL__3__NL3__1,62.3832462502151,49.8519001049956,55.2308410625499,55.2308410625499,51.0369384855555,51.0369384855557,53.7491577991966
483,NL3,4,483__MOUSE DRL__4__NL3__1,62.361022198642,53.7489409961339,54.577858938475,53.3106200249983,53.1818944461831,52.2603740052065,56.5784946904014
483,NL3,5,483__MOUSE DRL__5__NL3__1,60.1423629896285,50.7708862319513,54.6195389195641,52.7371631134675,51.7616302037339,50.3874519288132,53.4671720456993
483,NL3,6,483__MOUSE DRL__6__NL3__1,61.8265418935791,39.9292148255717,43.1089425754632,42.8510250513727,41.8321363384012,41.6445317038205,61.8265418916211
483,NL3,7,483__MOUSE DRL__7__NL3__1,60.5710500306531,54.9212201489429,53.8908761836768,52.4538661225185,52.8794645149409,52.1534823817796,57.096502559828
483,NL3,8,483__MOUSE DRL__8__NL3__1,62.0272209872465,50.2072303865677,49.7597355286208,48.5844117562283,48.1131848048427,46.8628927867749,54.279746966532
483,NL3,9,483__MOUSE DRL__9__NL3__1,62.3832462502151,47.6614862238495,51.4912552392086,51.4912552392085,49.3735015588612,49.373501558861,54.6058211349076
483,NL3,10,483__MOUSE DRL__10__NL3__1,62.1830978380636,44.3075986080124,47.4321278655775,47.2466615263867,47.1435407540794,46.9886853427818,55.1145190092921
483,NL3,11,483__MOUSE DRL__11__NL3__1,61.5808588615471,45.9461576084753,46.9810668345898,46.9810668345897,46.5129587152395,46.5129587152395,54.0901614476695
483,NL3,12,483__MOUSE DRL__12__NL3__1,62.361022198642,50.3042614805328,50.0210654512136,50.0210654512136,48.5509883349999,48.5509883349984,58.3880698771601
483,NL3,13,483__MOUSE DRL__13__NL3__1,62.361022198642,51.6432442484378,54.3541630661923,53.3733751240099,53.2073071764799,52.3911231494346,55.920769889722
483,NL3,14,483__MOUSE DRL__14__NL3__1,62.3832462502151,43.912886165989,48.8178937652976,48.8178937652975,46.6333454331096,46.6333454331148,51.877677148442
484,NL3,1,484__MOUSE DRL__1__NL3__1,62.361022198642,62.069147803121,57.1129232243876,57.0973704300941,56.604221523806,56.585049221927,61.6413843469557
484,NL3,2,484__MOUSE DRL__2__NL3__1,61.8265418935791,54.3370108924825,57.3779706699252,57.3722786916038,54.50990067172,54.4999772466995,56.6453525619891
484,NL3,3,484__MOUSE DRL__3__NL3__1,59.5873996173247,52.8851765980463,55.8502430107073,55.4274076417978,51.8884935325527,51.5351876457439,53.0849689541605
484,NL3,4,484__MOUSE DRL__4__NL3__1,61.8265418935791,51.0547141597212,50.4402874206029,49.7618107643524,50.0341824299533,49.4552167126742,56.528444859678
484,NL3,5,484__MOUSE DRL__5__NL3__1,62.3832462502151,51.8771717614676,50.8087277149395,49.3682199462075,50.5533438630322,49.2736759547954,57.2291492777081
484,NL3,6,484__MOUSE DRL__6__NL3__1,62.2943280743479,41.9950169247835,45.7440444484749,42.3309203513918,44.4880257109396,41.7083495075963,51.6160409184584
484,NL3,7,484__MOUSE DRL__7__NL3__1,62.0272209872465,35.5097037490096,45.3325711058673,41.2337548267368,37.1531053710253,35.5410931492247,41.8233044806329
484,NL3,8,484__MOUSE DRL__8__NL3__1,61.5808588615471,49.0815568480732,51.4911392679382,51.41050774461,48.8759012413574,48.7224693895001,53.9376707034327
484,NL3,9,484__MOUSE DRL__9__NL3__1,61.5808588615471,45.9722215662669,49.6586306320529,49.3401318146823,47.6080064760471,47.4530290607301,52.0933091065641
484,NL3,10,484__MOUSE DRL__10__NL3__1,62.2943280743479,42.898390910342,46.9837445620644,46.9822848517218,46.0352795190278,46.0344949304407,53.4483054741784
