mouse_id,genotype,session_id,seg_id,p_right
543,NL3,11,543__MOUSE DRL__11__NL3__1,0.377777777777778
543,NL3,12,543__MOUSE DRL__12__NL3__1,0.466666666666667
543,NL3,13,543__MOUSE DRL__13__NL3__1,0.477777777777778
543,NL3,1,543__MOUSE DRL__1__NL3__1,0.555555555555556
543,NL3,2,543__MOUSE DRL__2__NL3__1,0.566666666666667
543,NL3,3,543__MOUSE DRL__3__NL3__1,0.566666666666667
543,NL3,4,543__MOUSE DRL__4__NL3__1,0.511111111111111
543,NL3,5,543__MOUSE DRL__5__NL3__1,0.466666666666667
543,NL3,6,543__MOUSE DRL__6__NL3__1,0.488888888888889
543,NL3,7,543__MOUSE DRL__7__NL3__1,0.411111111111111
543,NL3,8,543__MOUSE DRL__8__NL3__1,0.444444444444444
543,NL3,9,543__MOUSE DRL__9__NL3__1,0.444444444444444
544,WT,10,544__MOUSE DRL__10__WT__1,0.566666666666667
544,WT,11,544__MOUSE DRL__11__WT__1,0.5
544,WT,12,544__MOUSE DRL__12__WT__1,0.522222222222222
544,WT,13,544__MOUSE DRL__13__WT__1,0.6
544,WT,14,544__MOUSE DRL__14__WT__1,0.466666666666667
544,WT,15,544__MOUSE DRL__15__WT__1,0.544444444444444
544,WT,1,544__MOUSE DRL__1__WT__1,0.533333333333333
544,WT,2,544__MOUSE DRL__2__WT__1,0.377777777777778
544,WT,3,544__MOUSE DRL__3__WT__1,0.455555555555556
544,WT,4,544__MOUSE DRL__4__WT__1,0.455555555555556
544,WT,5,544__MOUSE DRL__5__WT__1,0.444444444444444
544,WT,6,544__MOUSE DRL__6__WT__1,0.555555555555556
544,WT,7,544__MOUSE DRL__7__WT__1,0.511111111111111
544,WT,8,544__MOUSE DRL__8__WT__1,0.433333333333333
544,WT,9,544__MOUSE DRL__9__WT__1,0.555555555555556
546,WT,10,546__MOUSE DRL__10__WT__1,0.444444444444444
546,WT,11,546__MOUSE DRL__11__WT__1,0.355555555555556
546,WT,12,546__MOUSE DRL__12__WT__1,0.411111111111111
546,WT,13,546__MOUSE DRL__13__WT__1,0.5
546,WT,1,546__MOUSE DRL__1__WT__1,0.477777777777778
546,WT,2,546__MOUSE DRL__2__WT__1,0.466666666666667
546,WT,3,546__MOUSE DRL__3__WT__1,0.466666666666667
546,WT,4,546__MOUSE DRL__4__WT__1,0.455555555555556
546,WT,5,546__MOUSE DRL__5__WT__1,0.444444444444444
