mouse_id,genotype,session_id,seg_id,p_right
523,NL3,5,523__MOUSE PRL__5__NL3__0.8,0.466666666666667
523,NL3,6,523__MOUSE PRL__6__NL3__0.8,0.555555555555556
523,NL3,7,523__MOUSE PRL__7__NL3__0.8,0.477777777777778
523,NL3,8,523__MOUSE PRL__8__NL3__0.8,0.522222222222222
523,NL3,9,523__MOUSE PRL__9__NL3__0.8,0.6
524,WT,10,524__MOUSE PRL__10__WT__0.8,0.544444444444444
524,WT,1,524__MOUSE PRL__1__WT__0.8,0.5
524,WT,2,524__MOUSE PRL__2__WT__0.8,0.6
524,WT,3,524__MOUSE PRL__3__WT__0.8,0.466666666666667
524,WT,4,524__MOUSE PRL__4__WT__0.8,0.588888888888889
524,WT,5,524__MOUSE PRL__5__WT__0.8,0.533333333333333
524,WT,6,524__MOUSE PRL__6__WT__0.8,0.533333333333333
524,WT,7,524__MOUSE PRL__7__WT__0.8,0.488888888888889
524,WT,8,524__MOUSE PRL__8__WT__0.8,0.555555555555556
524,WT,9,524__MOUSE PRL__9__WT__0.8,0.488888888888889
525,WT,10,525__MOUSE PRL__10__WT__0.8,0.533333333333333
525,WT,1,525__MOUSE PRL__1__WT__0.8,0.555555555555556
525,WT,2,525__MOUSE PRL__2__WT__0.8,0.566666666666667
525,WT,3,525__MOUSE PRL__3__WT__0.8,0.522222222222222
525,WT,4,525__MOUSE PRL__4__WT__0.8,0.511111111111111
525,WT,5,525__MOUSE PRL__5__WT__0.8,0.488888888888889
525,WT,6,525__MOUSE PRL__6__WT__0.8,0.522222222222222
525,WT,7,525__MOUSE PRL__7__WT__0.8,0.522222222222222
525,WT,8,525__MOUSE PRL__8__WT__0.8,0.455555555555556
525,WT,9,525__MOUSE PRL__9__WT__0.8,0.433333333333333
531,WT,10,531__MOUSE PRL__10__WT__0.8,0.522222222222222
531,WT,1,531__MOUSE PRL__1__WT__0.8,0.4
531,WT,2,531__MOUSE PRL__2__WT__0.8,0.477777777777778
531,WT,3,531__MOUSE PRL__3__WT__0.8,0.444444444444444
531,WT,4,531__MOUSE PRL__4__WT__0.8,0.455555555555556
531,WT,5,531__MOUSE PRL__5__WT__0.8,0.455555555555556
531,WT,6,531__MOUSE PRL__6__WT__0.8,0.477777777777778
531,WT,7,531__MOUSE PRL__7__WT__0.8,0.488888888888889
531,WT,8,531__MOUSE PRL__8__WT__0.8,0.533333333333333
531,WT,9,531__MOUSE PRL__9__WT__0.8,0.455555555555556
532,WT,10,532__MOUSE PRL__10__WT__0.8,0.622222222222222
532,WT,1,532__MOUSE PRL__1__WT__0.8,0.5
532,WT,2,532__MOUSE PRL__2__WT__0.8,0.577777777777778
532,WT,3,532__MOUSE PRL__3__WT__0.8,0.466666666666667
532,WT,4,532__MOUSE PRL__4__WT__0.8,0.477777777777778
532,WT,5,532__MOUSE PRL__5__WT__0.8,0.477777777777778
532,WT,6,532__MOUSE PRL__6__WT__0.8,0.455555555555556
532,WT,7,532__MOUSE PRL__7__WT__0.8,0.511111111111111
532,WT,8,532__MOUSE PRL__8__WT__0.8,0.511111111111111
532,WT,9,532__MOUSE PRL__9__WT__0.8,0.511111111111111
533,WT,10,533__MOUSE PRL__10__WT__0.8,0.511111111111111
533,WT,1,533__MOUSE PRL__1__WT__0.8,0.544444444444444
533,WT,2,533__MOUSE PRL__2__WT__0.8,0.577777777777778
533,WT,3,533__MOUSE PRL__3__WT__0.8,0.533333333333333
533,WT,4,533__MOUSE PRL__4__WT__0.8,0.577777777777778
533,WT,5,533__MOUSE PRL__5__WT__0.8,0.544444444444444
533,WT,6,533__MOUSE PRL__6__WT__0.8,0.577777777777778
533,WT,7,533__MOUSE PRL__7__WT__0.8,0.4
533,WT,8,533__MOUSE PRL__8__WT__0.8,0.411111111111111
533,WT,9,533__MOUSE PRL__9__WT__0.8,0.488888888888889
537,NL3,10,537__MOUSE PRL__10__NL3__0.8,0.511111111111111
537,NL3,1,537__MOUSE PRL__1__NL3__0.8,0.466666666666667
537,NL3,2,537__MOUSE PRL__2__NL3__0.8,0.422222222222222
537,NL3,3,537__MOUSE PRL__3__NL3__0.8,0.444444444444444
537,NL3,4,537__MOUSE PRL__4__NL3__0.8,0.477777777777778
537,NL3,5,537__MOUSE PRL__5__NL3__0.8,0.5
537,NL3,6,537__MOUSE PRL__6__NL3__0.8,0.488888888888889
537,NL3,7,537__MOUSE PRL__7__NL3__0.8,0.466666666666667
537,NL3,8,537__MOUSE PRL__8__NL3__0.8,0.477777777777778
537,NL3,9,537__MOUSE PRL__9__NL3__0.8,0.444444444444444
543,NL3,10,543__MOUSE PRL__10__NL3__0.8,0.477777777777778
543,NL3,1,543__MOUSE PRL__1__NL3__0.8,0.444444444444444
543,NL3,2,543__MOUSE PRL__2__NL3__0.8,0.522222222222222
543,NL3,3,543__MOUSE PRL__3__NL3__0.8,0.411111111111111
543,NL3,4,543__MOUSE PRL__4__NL3__0.8,0.411111111111111
543,NL3,5,543__MOUSE PRL__5__NL3__0.8,0.433333333333333
543,NL3,6,543__MOUSE PRL__6__NL3__0.8,0.566666666666667
543,NL3,7,543__MOUSE PRL__7__NL3__0.8,0.433333333333333
543,NL3,8,543__MOUSE PRL__8__NL3__0.8,0.5
543,NL3,9,543__MOUSE PRL__9__NL3__0.8,0.522222222222222
544,WT,10,544__MOUSE PRL__10__WT__0.8,0.444444444444444
544,WT,1,544__MOUSE PRL__1__WT__0.8,0.466666666666667
544,WT,2,544__MOUSE PRL__2__WT__0.8,0.477777777777778
544,WT,3,544__MOUSE PRL__3__WT__0.8,0.488888888888889
544,WT,4,544__MOUSE PRL__4__WT__0.8,0.466666666666667
544,WT,5,544__MOUSE PRL__5__WT__0.8,0.5
544,WT,6,544__MOUSE PRL__6__WT__0.8,0.5
544,WT,7,544__MOUSE PRL__7__WT__0.8,0.488888888888889
544,WT,8,544__MOUSE PRL__8__WT__0.8,0.477777777777778
544,WT,9,544__MOUSE PRL__9__WT__0.8,0.511111111111111
546,WT,10,546__MOUSE PRL__10__WT__0.8,0.466666666666667
546,WT,1,546__MOUSE PRL__1__WT__0.8,0.366666666666667
546,WT,2,546__MOUSE PRL__2__WT__0.8,0.411111111111111
546,WT,3,546__MOUSE PRL__3__WT__0.8,0.422222222222222
546,WT,4,546__MOUSE PRL__4__WT__0.8,0.4
546,WT,5,546__MOUSE PRL__5__WT__0.8,0.444444444444444
546,WT,6,546__MOUSE PRL__6__WT__0.8,0.433333333333333
546,WT,7,546__MOUSE PRL__7__WT__0.8,0.422222222222222
546,WT,8,546__MOUSE PRL__8__WT__0.8,0.477777777777778
546,WT,9,546__MOUSE PRL__9__WT__0.8,0.455555555555556
554,WT,10,554__MOUSE PRL__10__WT__0.8,0.511111111111111
554,WT,1,554__MOUSE PRL__1__WT__0.8,0.477777777777778
554,WT,2,554__MOUSE PRL__2__WT__0.8,0.555555555555556
554,WT,3,554__MOUSE PRL__3__WT__0.8,0.511111111111111
554,WT,4,554__MOUSE PRL__4__WT__0.8,0.555555555555556
554,WT,5,554__MOUSE PRL__5__WT__0.8,0.533333333333333
554,WT,6,554__MOUSE PRL__6__WT__0.8,0.522222222222222
554,WT,7,554__MOUSE PRL__7__WT__0.8,0.611111111111111
554,WT,8,554__MOUSE PRL__8__WT__0.8,0.588888888888889
554,WT,9,554__MOUSE PRL__9__WT__0.8,0.477777777777778
555,NL3,10,555__MOUSE PRL__10__NL3__0.8,0.511111111111111
555,NL3,1,555__MOUSE PRL__1__NL3__0.8,0.488888888888889
555,NL3,2,555__MOUSE PRL__2__NL3__0.8,0.522222222222222
555,NL3,3,555__MOUSE PRL__3__NL3__0.8,0.544444444444444
555,NL3,4,555__MOUSE PRL__4__NL3__0.8,0.477777777777778
555,NL3,5,555__MOUSE PRL__5__NL3__0.8,0.477777777777778
555,NL3,6,555__MOUSE PRL__6__NL3__0.8,0.433333333333333
555,NL3,7,555__MOUSE PRL__7__NL3__0.8,0.466666666666667
555,NL3,8,555__MOUSE PRL__8__NL3__0.8,0.455555555555556
555,NL3,9,555__MOUSE PRL__9__NL3__0.8,0.444444444444444
556,WT,10,556__MOUSE PRL__10__WT__0.8,0.566666666666667
556,WT,1,556__MOUSE PRL__1__WT__0.8,0.555555555555556
556,WT,2,556__MOUSE PRL__2__WT__0.8,0.533333333333333
556,WT,3,556__MOUSE PRL__3__WT__0.8,0.511111111111111
556,WT,4,556__MOUSE PRL__4__WT__0.8,0.511111111111111
556,WT,5,556__MOUSE PRL__5__WT__0.8,0.466666666666667
556,WT,6,556__MOUSE PRL__6__WT__0.8,0.477777777777778
556,WT,7,556__MOUSE PRL__7__WT__0.8,0.477777777777778
556,WT,8,556__MOUSE PRL__8__WT__0.8,0.533333333333333
556,WT,9,556__MOUSE PRL__9__WT__0.8,0.544444444444444
557,NL3,10,557__MOUSE PRL__10__NL3__0.8,0.488888888888889
557,NL3,1,557__MOUSE PRL__1__NL3__0.8,0.455555555555556
557,NL3,2,557__MOUSE PRL__2__NL3__0.8,0.5
557,NL3,3,557__MOUSE PRL__3__NL3__0.8,0.511111111111111
557,NL3,4,557__MOUSE PRL__4__NL3__0.8,0.477777777777778
557,NL3,5,557__MOUSE PRL__5__NL3__0.8,0.522222222222222
557,NL3,6,557__MOUSE PRL__6__NL3__0.8,0.466666666666667
557,NL3,7,557__MOUSE PRL__7__NL3__0.8,0.455555555555556
557,NL3,8,557__MOUSE PRL__8__NL3__0.8,0.444444444444444
557,NL3,9,557__MOUSE PRL__9__NL3__0.8,0.544444444444444
565,WT,10,565__MOUSE PRL__10__WT__0.8,0.588888888888889
565,WT,1,565__MOUSE PRL__1__WT__0.8,0.488888888888889
565,WT,2,565__MOUSE PRL__2__WT__0.8,0.488888888888889
565,WT,3,565__MOUSE PRL__3__WT__0.8,0.522222222222222
565,WT,4,565__MOUSE PRL__4__WT__0.8,0.488888888888889
565,WT,5,565__MOUSE PRL__5__WT__0.8,0.6
565,WT,6,565__MOUSE PRL__6__WT__0.8,0.588888888888889
565,WT,7,565__MOUSE PRL__7__WT__0.8,0.566666666666667
565,WT,8,565__MOUSE PRL__8__WT__0.8,0.488888888888889
565,WT,9,565__MOUSE PRL__9__WT__0.8,0.566666666666667
566,NL3,10,566__MOUSE PRL__10__NL3__0.8,0.633333333333333
566,NL3,1,566__MOUSE PRL__1__NL3__0.8,0.433333333333333
566,NL3,2,566__MOUSE PRL__2__NL3__0.8,0.522222222222222
566,NL3,3,566__MOUSE PRL__3__NL3__0.8,0.477777777777778
566,NL3,4,566__MOUSE PRL__4__NL3__0.8,0.455555555555556
566,NL3,5,566__MOUSE PRL__5__NL3__0.8,0.488888888888889
566,NL3,6,566__MOUSE PRL__6__NL3__0.8,0.511111111111111
566,NL3,7,566__MOUSE PRL__7__NL3__0.8,0.477777777777778
566,NL3,8,566__MOUSE PRL__8__NL3__0.8,0.522222222222222
566,NL3,9,566__MOUSE PRL__9__NL3__0.8,0.588888888888889
567,NL3,10,567__MOUSE PRL__10__NL3__0.8,0.477777777777778
567,NL3,1,567__MOUSE PRL__1__NL3__0.8,0.588888888888889
567,NL3,2,567__MOUSE PRL__2__NL3__0.8,0.466666666666667
567,NL3,3,567__MOUSE PRL__3__NL3__0.8,0.477777777777778
567,NL3,4,567__MOUSE PRL__4__NL3__0.8,0.577777777777778
567,NL3,5,567__MOUSE PRL__5__NL3__0.8,0.522222222222222
567,NL3,6,567__MOUSE PRL__6__NL3__0.8,0.566666666666667
567,NL3,7,567__MOUSE PRL__7__NL3__0.8,0.533333333333333
567,NL3,8,567__MOUSE PRL__8__NL3__0.8,0.533333333333333
567,NL3,9,567__MOUSE PRL__9__NL3__0.8,0.522222222222222
568,WT,10,568__MOUSE PRL__10__WT__0.8,0.533333333333333
568,WT,1,568__MOUSE PRL__1__WT__0.8,0.5
568,WT,2,568__MOUSE PRL__2__WT__0.8,0.522222222222222
568,WT,3,568__MOUSE PRL__3__WT__0.8,0.511111111111111
568,WT,4,568__MOUSE PRL__4__WT__0.8,0.5
568,WT,5,568__MOUSE PRL__5__WT__0.8,0.488888888888889
568,WT,6,568__MOUSE PRL__6__WT__0.8,0.444444444444444
568,WT,7,568__MOUSE PRL__7__WT__0.8,0.466666666666667
568,WT,8,568__MOUSE PRL__8__WT__0.8,0.511111111111111
568,WT,9,568__MOUSE PRL__9__WT__0.8,0.422222222222222
