"Bin Center","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Saline","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","WT Cocaine","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Saline","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine","NL3 KI Cocaine"
88,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98265895953757,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,0.99504132231405,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99778270509978,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
90,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98265895953757,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99778270509978,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
92,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98265895953757,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99778270509978,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
94,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99778270509978,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
96,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99778270509978,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
98,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
100,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,0.99796126401631,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
102,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9964285714,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,0.99898063200816,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
104,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.98843930635838,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,0.99898063200816,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
106,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
108,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
110,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
112,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,0.99830795262267,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
114,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
116,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
118,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99421965317919,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
120,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
122,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
124,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
126,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
128,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
130,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
132,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,0.99859747545582,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
134,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
136,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
138,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
140,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
142,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
144,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
146,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
148,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
150,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
152,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
154,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
156,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
158,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9982142857,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
160,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000,,
