NL3+Cocaine
-9.1358140
-9.1539960
-9.1746320
-9.1976750
-9.2232150
-9.2511580
-9.2815920
-9.3144470
-9.3497010
-9.3873190
-9.4272820
-9.4696060
-9.5142000
-9.5610330
-9.6100530
-9.6611650
-9.7143160
-9.7695050
-9.8265915
-9.8854090
-9.9458970
-10.0079800
-10.0714650
-10.1362300
-10.2021270
-10.2691120
-10.3369460
-10.4055350
-10.4747410
-10.5443280
-10.6141960
-10.6842270
-10.7542150
-10.8239290
-10.8932630
-10.9620710
-11.0302740
-11.0976320
-11.1640440
-11.2293440
-11.2933890
-11.3560710
-11.4172880
-11.4769050
-11.5347740
-11.5908170
-11.6451460
-11.6975660
-11.7479860
-11.7964120
-11.8427390
-11.8869680
-11.9290140
-11.9689020
-12.0067760
-12.0426160
-12.0764750
-12.1083450
-12.1382600
-12.1662240
-12.1924840
-12.2169270
-12.2396680
-12.2608700
-12.2807460
-12.2992460
-12.3164290
-12.3325160
-12.3475890
-12.3617420
-12.3750920
-12.3877950
-12.3999450
-12.4116360
-12.4229980
-12.4341410
-12.4450490
-12.4560180
-12.4670380
-12.4781500
-12.4894620
-12.5011770
-12.5132530
-12.5256100
-12.5384920
-12.5518950
-12.5657450
-12.5801520
-12.5951530
-12.6107560
-12.6268020
-12.6433550
-12.6604250
-12.6779710
-12.6960270
-12.7144340
-12.7330820
-12.7519950
-12.7711080
-12.7903890
-12.8096980
-12.8289560
-12.8481060
-12.8670620
-12.8857460
-12.9039830
-12.9216110
-12.9386760
-12.9550910
-12.9707490
-12.9854390
-12.9991280
-13.0118030
-13.0234020
-13.0337060
-13.0427010
-13.0503510
-13.0565010
-13.0611040
-13.0640820
-13.0653870
-13.0650600
-13.0629660
-13.0590820
-13.0533930
-13.0458330
-13.0364050
-13.0250680
-13.0119300
-12.9969860
-12.9800810
-12.9613090
-12.9406440
-12.9181570
-12.8938710
-12.8678170
-12.8400510
-12.8106230
-12.7794850
-12.7468020
-12.7125890
-12.6768680
-12.6397690
-12.6013370
-12.5615510
-12.5205810
-12.4785160
-12.4355210
-12.3915050
-12.3466330
-12.3009440
-12.2545980
-12.2076630
-12.1601900
-12.1122310
-12.0640170
-12.0155960
-11.9670470
-11.9184270
-11.8698970
-11.8215270
-11.7735020
-11.7257970
-11.6784970
-11.6317600
-11.5855500
-11.5400560
-11.4953640
-11.4515180
-11.4086730
-11.3668210
-11.3260980
-11.2865780
-11.2482640
-11.2112600
-11.1756950
-11.1416000
-11.1090920
-11.0781090
-11.0486160
-11.0207410
-10.9945470
-10.9700430
-10.9472900
-10.9262150
-10.9068560
-10.8892510
-10.8733900
-10.8592510
-10.8467860
-10.8359450
-10.8267770
-10.8192450
-10.8132310
-10.8087690
-10.8057500
-10.8040700
-10.8037320
-10.8046840
-10.8068970
-10.8101760
-10.8145220
-10.8198070
-10.8259460
-10.8329280
-10.8406430
-10.8489150
-10.8576410
-10.8667110
-10.8761730
-10.8858770
-10.8957930
-10.9057570
-10.9156940
-10.9253850
-10.9348600
-10.9440480
-10.9528010
-10.9611100
-10.9687810
-10.9758140
-10.9821260
-10.9876840
-10.9922830
-10.9959040
-10.9986000
-11.0002710
-11.0007620
-11.0000430
-10.9980890
-10.9947860
-10.9900880
-10.9839610
-10.9763290
-10.9673060
-10.9567760
-10.9447890
-10.9311170
-10.9158380
-10.8989140
-10.8802880
-10.8599850
-10.8380340
-10.8143280
-10.7889310
-10.7619400
-10.7333100
-10.7030460
-10.6711060
-10.6376260
-10.6025370
-10.5660220
-10.5280950
-10.4887770
-10.4481090
-10.4062150
-10.3632500
-10.3193060
-10.2742810
-10.2284500
-10.1819700
-10.1349170
-10.0874170
-10.0395610
-9.9915820
-9.9436040
-9.8956610
-9.8479620
-9.8006730
-9.7539990
-9.7081860
-9.6633450
-9.6195510
-9.5770930
-9.5360750
-9.4967490
-9.4591340
-9.4234495
-9.3898690
-9.3585270
-9.3295830
-9.3031990
-9.2794130
-9.2584000
-9.2403090
-9.2251400
-9.2130995
-9.2042870
-9.1987690
-9.1965350
-9.1977090
-9.2022900
-9.2103220
-9.2218060
-9.2368610
-9.2554940
-9.2776200
-9.3032100
-9.3322870
-9.3648690
-9.4008310
-9.4401090
-9.4828415
-9.5288850
-9.5780900
-9.6304190
-9.6857330
-9.7439840
-9.8051350
-9.8690210
-9.9355020
-10.0045100
-10.0759940
-10.1498410
-10.2258600
-10.3040170
-10.3840490
-10.4659250
-10.5496390
-10.6349750
-10.7217140
-10.8097940
-10.8991790
-10.9896120
-11.0809820
-11.1731950
-11.2661080
-11.3596010
-11.4535200
-11.5477920
-11.6422380
-11.7367700
-11.8312850
-11.9256320
-12.0196790
-12.1132930
-12.2063580
-12.2988250
-12.3905190
-12.4813140
-12.5711430
-12.6598730
-12.7474230
-12.8336190
-12.9184240
-13.0017150
-13.0834110
-13.1634650
-13.2417880
-13.3182360
-13.3927440
-13.4652310
-13.5356520
-13.6038730
-13.6697820
-13.7332980
-13.7943990
-13.8529780
-13.9089350
-13.9622310
-14.0128290
-14.0606740
-14.1057220
-14.1478800
-14.1871390
-14.2233580
-14.2565050
-14.2865230
-14.3133300
-14.3369990
-14.3574240
-14.3744760
-14.3881330
-14.3984010
-14.4052620
-14.4086540
-14.4086160
-14.4051300
-14.3980980
-14.3875880
-14.3734980
-14.3558660
-14.3347750
-14.3101400
-14.2820200
-14.2504370
-14.2155560
-14.1772690
-14.1356900
-14.0907590
-14.0427150
-13.9916840
-13.9377150
-13.8808300
-13.8211220
-13.7587010
-13.6937380
-13.6262630
-13.5565340
