WT+Cocaine
-15.6052160
-15.5805160
-15.5577580
-15.5376260
-15.5212820
-15.5091860
-15.5014430
-15.4986320
-15.5006830
-15.5076700
-15.5193370
-15.5353400
-15.5553210
-15.5789640
-15.6059800
-15.6363270
-15.6694480
-15.7051390
-15.7432630
-15.7835580
-15.8253690
-15.8686700
-15.9130420
-15.9578480
-16.0023570
-16.0456680
-16.0866870
-16.1243000
-16.1568450
-16.1833550
-16.2022060
-16.2119240
-16.2111190
-16.1987060
-16.1739430
-16.1360760
-16.0849460
-16.0209080
-15.9445730
-15.8566670
-15.7588010
-15.6531050
-15.5413300
-15.4265100
-15.3108110
-15.1969180
-15.0879290
-14.9865160
-14.8952190
-14.8164440
-14.7527030
-14.7050600
-14.6754880
-14.6644540
-14.6725240
-14.6997200
-14.7454340
-14.8084660
-14.8877290
-14.9816080
-15.0876220
-15.2038040
-15.3271490
-15.4551720
-15.5853070
-15.7145330
-15.8404310
-15.9607010
-16.0730970
-16.1755430
-16.2666280
-16.3448890
-16.4093550
-16.4596840
-16.4956050
-16.5167920
-16.5237640
-16.5166970
-16.4965500
-16.4641000
-16.4204120
-16.3658620
-16.3017700
-16.2284700
-16.1472760
-16.0589220
-15.9641030
-15.8634670
-15.7578550
-15.6478000
-15.5348200
-15.4192160
-15.3019390
-15.1845110
-15.0680360
-14.9538170
-14.8436040
-14.7388200
-14.6408230
-14.5515530
-14.4728530
-14.4061120
-14.3525950
-14.3136300
-14.2906750
-14.2835720
-14.2936050
-14.3204140
-14.3636060
-14.4224690
-14.4963340
-14.5836670
-14.6829900
-14.7921520
-14.9093020
-15.0317840
-15.1577980
-15.2846410
-15.4099070
-15.5314510
-15.6471160
-15.7548600
-15.8533010
-15.9414410
-16.0176410
-16.0811650
-16.1322170
-16.1702160
-16.1958620
-16.2095470
-16.2124310
-16.2055240
-16.1898140
-16.1672460
-16.1388470
-16.1065940
-16.0717220
-16.0360810
-16.0009560
-15.9676290
-15.9373830
-15.9115600
-15.8904830
-15.8751170
-15.8662780
-15.8636320
-15.8679750
-15.8791530
-15.8968750
-15.9212760
-15.9514320
-15.9873920
-16.0282210
-16.0734180
-16.1222420
-16.1736400
-16.2272870
-16.2817700
-16.3361110
-16.3894840
-16.4407440
-16.4891200
-16.5330960
-16.5719240
-16.6046200
-16.6303400
-16.6482000
-16.6579650
-16.6588360
-16.6504520
-16.6332530
-16.6074600
-16.5730170
-16.5306950
-16.4812370
-16.4255660
-16.3651330
-16.3005070
-16.2330150
-16.1640430
-16.0949230
-16.0267450
-15.9608910
-15.8978670
-15.8387640
-15.7845370
-15.7358030
-15.6934410
-15.6571380
-15.6280430
-15.6055570
-15.5904240
-15.5826960
-15.5823770
-15.5887810
-15.6019400
-15.6214790
-15.6468880
-15.6778420
-15.7136050
-15.7530860
-15.7958230
-15.8404250
-15.8860240
-15.9316480
-15.9759800
-16.0176070
-16.0555440
-16.0888250
-16.1164820
-16.1372950
-16.1506960
-16.1561780
-16.1533280
-16.1420540
-16.1224400
-16.0949950
-16.0601040
-16.0188520
-15.9719040
-15.9208360
-15.8668720
-15.8113170
-15.7554270
-15.7009740
-15.6489310
-15.6006200
-15.5568560
-15.5183270
-15.4858830
-15.4592950
-15.4383990
-15.4229430
-15.4121280
-15.4051110
-15.4004750
-15.3966620
-15.3928090
-15.3869130
-15.3776560
-15.3633740
-15.3427330
-15.3147800
-15.2784850
-15.2331440
-15.1782600
-15.1137700
-15.0401380
-14.9576530
-14.8670170
-14.7690940
-14.6649970
-14.5560180
-14.4436280
-14.3288570
-14.2132650
-14.0984090
-13.9854520
-13.8752910
-13.7690030
-13.6672210
-13.5708270
-13.4801330
-13.3948770
-13.3152220
-13.2410790
-13.1717800
-13.1074310
-13.0471810
-12.9904860
-12.9368700
-12.8855420
-12.8365520
-12.7892600
-12.7439480
-12.7006410
-12.6592300
-12.6207470
-12.5858170
-12.5552460
-12.5298660
-12.5110510
-12.4996070
-12.4968420
-12.5040010
-12.5216690
-12.5507670
-12.5917150
-12.6447910
-12.7098550
-12.7866580
-12.8739170
-12.9708910
-13.0752990
-13.1857350
-13.2995880
-13.4145710
-13.5277030
-13.6359970
-13.7369230
-13.8274690
-13.9046680
-13.9666980
-14.0111430
-14.0364210
-14.0412310
-14.0249830
-13.9879270
-13.9299160
-13.8522650
-13.7562260
-13.6438490
-13.5172120
-13.3788750
-13.2317650
-13.0785510
-12.9223120
-12.7658050
-12.6120490
-12.4631230
-12.3221610
-12.1903870
-12.0701620
-11.9629220
-11.8695930
-11.7910440
-11.7279830
-11.6803320
-11.6479530
-11.6309290
-11.6284690
-11.6391260
-11.6626180
-11.6977470
-11.7432230
-11.7974950
-11.8591300
-11.9264500
-11.9982690
-12.0728540
-12.1483840
-12.2238280
-12.2974080
-12.3678770
-12.4343480
-12.4955440
-12.5505610
-12.5992790
-12.6407690
-12.6748140
-12.7020310
-12.7221250
-12.7356110
-12.7433970
-12.7464930
-12.7457040
-12.7429870
-12.7388340
-12.7349810
-12.7328010
-12.7339260
-12.7391950
-12.7501340
-12.7680080
-12.7933440
-12.8268440
-12.8690890
-12.9201420
-12.9799920
-13.0485950
-13.1252600
-13.2095910
-13.3004630
-13.3970090
-13.4979250
-13.6022340
-13.7083180
-13.8151360
-13.9211660
-14.0252790
-14.1259400
-14.2222480
-14.3131010
-14.3972200
-14.4739650
-14.5429140
-14.6026660
-14.6533770
-14.6944050
-14.7258290
-14.7474870
-14.7596860
-14.7626870
-14.7567220
-14.7429310
-14.7217630
-14.6944850
-14.6620770
-14.6258100
-14.5869780
-14.5470180
-14.5071510
-14.4693490
-14.4349370
-14.4050710
-14.3810230
-14.3636290
-14.3539860
-14.3527820
-14.3602170
-14.3760440
-14.4003830
-14.4327970
-14.4721990
-14.5175450
-14.5679250
-14.6215930
-14.6771660
-14.7326650
-14.7866420
-14.8376270
-14.8840720
-14.9241920
-14.9570460
-14.9815890
-14.9968490
-15.0025360
-14.9984920
-14.9843330
-14.9606920
-14.9280690
-14.8874330
-14.8400810
-14.7869810
-14.7296860
-14.6697250
-14.6090020
-14.5488060
-14.4904430
-14.4358760
-14.3859110
-14.3423370
-14.3058170
-14.2773770
-14.2578260
-14.2475560
-14.2469860
-14.2558890
-14.2751450
