NL3+Saline
-25.091995
-25.135128
-25.263294
-25.471502
-25.748600
-26.078590
-26.442270
-26.818316
-27.189440
-27.540623
-27.865381
-28.161203
-28.432781
-28.686615
-28.930223
-29.169040
-29.405806
-29.637669
-29.857605
-30.053778
-30.213629
-30.322237
-30.367445
-30.338790
-30.231668
-30.046875
-29.790693
-29.473902
-29.109877
-28.715319
-28.306477
-27.900137
-27.511755
-27.154684
-26.842014
-26.584278
-26.391460
-26.269543
-26.222197
-26.248820
-26.342361
-26.492855
-26.684590
-26.900951
-27.123331
-27.335375
-27.522990
-27.674545
-27.782537
-27.843405
-27.856432
-27.825500
-27.756233
-27.657940
-27.539316
-27.411415
-27.282574
-27.158867
-27.043999
-26.939028
-26.843424
-26.754395
-26.669271
-26.586346
-26.502502
-26.414780
-26.319849
-26.211897
-26.087265
-25.941883
-25.777998
-25.598570
-25.413080
-25.234419
-25.075272
-24.950540
-24.870363
-24.842316
-24.868427
-24.948160
-25.078396
-25.253557
-25.468372
-25.716618
-25.991160
-26.284086
-26.585169
-26.881863
-27.160538
-27.406315
-27.604885
-27.745502
-27.819954
-27.827280
-27.771648
-27.664156
-27.519535
-27.353416
-27.182190
-27.016369
-26.862095
-26.720072
-26.586620
-26.456831
-26.326525
-26.194310
-26.064170
-25.943449
-25.841982
-25.768738
-25.730148
-25.727505
-25.756163
-25.808775
-25.873640
-25.939470
-25.996786
-26.037542
-26.059626
-26.063416
-26.051817
-26.027840
-25.996181
-25.961239
-25.925877
-25.894371
-25.868540
-25.853445
-25.852486
-25.867365
-25.899155
-25.944717
-25.996943
-26.045965
-26.080923
-26.091486
-26.071016
-26.019150
-25.941933
-25.851831
-25.765072
-25.700520
-25.673038
-25.694572
-25.772247
-25.908432
-26.100054
-26.341825
-26.625350
-26.942060
-27.279636
-27.625288
-27.964182
-28.281132
-28.560840
-28.792010
-28.969433
-29.091862
-29.166224
-29.203772
-29.217680
-29.220379
-29.218570
-29.216114
-29.207155
-29.183218
-29.131150
-29.038044
-28.893885
-28.692850
-28.436410
-28.130848
-27.788479
-27.426067
-27.063305
-26.718584
-26.410290
-26.154085
-25.962547
-25.842842
-25.799107
-25.830050
-25.930546
-26.094208
-26.312649
-26.572952
-26.863258
-27.167362
-27.468756
-27.748262
-27.986620
-28.163113
-28.262260
-28.272118
-28.187090
-28.011705
-27.759195
-27.449903
-27.110520
-26.772312
-26.464964
-26.215830
-26.045355
-25.965546
-25.981537
-26.088360
-26.275486
-26.524576
-26.817852
-27.132872
-27.450990
-27.753603
-28.027458
-28.264650
-28.460651
-28.616873
-28.739286
-28.834013
-28.909266
-28.973274
-29.031183
-29.087706
-29.145779
-29.206867
-29.272652
-29.343636
-29.419601
-29.499840
-29.581703
-29.661924
-29.739391
-29.809639
-29.871730
-29.924534
-29.965263
-29.991236
-29.996494
-29.972946
-29.912628
-29.808624
-29.659391
-29.465986
-29.238897
-28.993258
-28.748470
-28.525633
-28.343668
-28.217630
-28.158142
-28.170004
-28.254370
-28.408869
-28.629436
-28.911003
-29.245565
-29.624714
-30.037544
-30.467302
-30.894812
-31.300100
-31.659233
-31.951254
-32.159172
-32.273570
-32.293920
-32.229874
-32.100758
-31.931599
-31.750849
-31.586035
-31.457752
-31.379423
-31.352448
-31.371004
-31.420057
-31.482603
-31.538550
-31.571878
-31.570889
-31.528467
-31.442200
-31.314213
-31.149456
-30.955060
-30.739351
-30.509985
-30.275684
-30.044302
-29.824684
-29.623005
-29.446411
-29.297930
-29.178902
-29.087210
-29.015310
-28.952587
-28.884249
-28.791636
-28.656132
-28.460716
-28.192427
-27.844198
-27.418100
-26.924227
-26.381023
-25.813354
-25.248882
-24.717617
-24.244620
-23.852177
-23.555555
-23.361607
-23.270650
-23.276283
-23.366049
-23.525340
-23.738678
-23.988560
-24.263310
-24.551450
-24.845873
-25.142430
-25.437738
-25.730396
-26.016687
-26.293018
-26.551693
-26.784863
-26.982845
-27.136662
-27.236624
-27.277527
-27.255154
-27.171854
-27.030420
-26.838337
-26.606106
-26.346188
-26.070763
-25.793308
-25.525627
-25.280243
-25.065865
-24.890234
-24.759293
-24.675177
-24.639004
-24.647522
-24.697410
-24.782269
-24.897142
-25.035223
-25.189037
-25.351484
-25.514008
-25.667553
-25.801039
-25.904758
-25.967720
-25.983797
-25.948689
-25.865185
-25.741133
-25.590427
-25.429277
-25.274271
-25.143528
-25.047762
-24.994854
-24.984926
-25.012903
-25.069038
-25.141758
-25.220106
-25.293962
-25.357040
-25.407583
-25.445917
-25.475290
-25.498590
-25.519697
-25.539570
-25.556353
-25.566793
-25.567703
-25.555220
-25.527979
-25.488163
-25.441082
-25.395754
-25.363474
-25.355968
-25.384892
-25.458817
-25.583252
-25.758404
-25.978868
-26.234795
-26.511631
-26.789885
-27.049376
-27.270662
-27.434338
-27.527542
-27.543344
-27.481180
-27.350450
-27.166801
-26.950502
-26.726006
-26.517717
-26.346441
-26.227472
-26.169487
-26.171726
-26.225030
-26.315172
-26.422712
-26.527790
-26.612917
-26.663540
-26.671530
-26.634727
-26.558640
-26.453547
-26.334318
-26.217146
-26.119598
-26.056885
-26.039864
-26.075003
-26.163307
-26.297852
-26.469778
-26.664930
-26.872072
-27.077843
-27.274200
-27.455402
-27.618792
-27.764166
-27.888987
-27.990750
-28.062899
-28.098260
-28.087717
-28.024696
-27.904493
-27.728403
-27.504921
-27.246246
-26.969862
-26.694970
-26.440617
-26.223621
-26.055141
-25.941027
-25.880838
-25.867735
-25.891900
-25.941270
-26.003624
-26.071112
-26.140175
-26.212960
-26.296627
-26.400717
-26.536540
-26.711763
-26.928545
-27.182978
-27.463203
-27.751894
-28.028532
-28.272780
-28.463829
-28.587383
-28.632877
-28.596823
-28.480612
-28.292028
-28.042707
-27.748300
-27.425507
-27.092262
-26.765354
-26.458710
-26.182812
-25.943254
-25.743338
-25.582340
-25.458721
-25.370743
-25.317467
-25.300665
-25.321310
-25.383993
-25.492160
-25.647642
-25.849344
-26.094522
-26.374435
-26.676980
-26.987968
-27.289290
-27.565653
-27.800950
-27.983341
