WT+Saline
-26.109024
-26.223614
-26.334490
-26.440935
-26.541876
-26.636621
-26.723982
-26.803534
-26.874727
-26.937307
-26.991367
-27.036520
-27.073341
-27.101942
-27.122961
-27.137660
-27.146276
-27.150520
-27.150768
-27.148264
-27.143911
-27.138834
-27.133839
-27.129400
-27.125664
-27.123568
-27.122818
-27.122963
-27.124098
-27.125576
-27.127380
-27.128223
-27.127468
-27.124336
-27.118320
-27.108559
-27.094254
-27.074602
-27.049564
-27.018415
-26.980558
-26.936075
-26.884678
-26.826070
-26.760708
-26.688284
-26.608875
-26.522924
-26.430136
-26.331196
-26.225870
-26.114470
-25.997116
-25.874294
-25.746284
-25.613361
-25.475431
-25.333517
-25.187650
-25.038572
-24.886970
-24.733582
-24.579790
-24.426003
-24.273682
-24.124410
-23.979092
-23.839334
-23.706713
-23.582441
-23.468212
-23.365540
-23.275420
-23.199083
-23.137522
-23.091473
-23.061079
-23.046505
-23.047290
-23.062775
-23.092260
-23.133293
-23.185255
-23.244930
-23.310581
-23.379610
-23.448890
-23.515848
-23.577398
-23.630957
-23.674868
-23.705925
-23.722866
-23.723923
-23.708464
-23.676134
-23.626833
-23.561234
-23.480162
-23.384895
-23.277561
-23.159670
-23.033533
-22.901426
-22.765700
-22.628399
-22.491596
-22.357792
-22.228620
-22.105593
-21.990680
-21.885117
-21.790352
-21.707115
-21.636236
-21.578945
-21.535670
-21.506857
-21.492476
-21.493196
-21.508535
-21.538420
-21.582031
-21.638674
-21.707620
-21.787245
-21.876350
-21.973429
-22.076080
-22.182997
-22.292242
-22.402102
-22.511076
-22.617247
-22.720251
-22.818497
-22.911835
-23.000220
-23.083242
-23.161630
-23.235737
-23.306116
-23.374166
-23.440410
-23.505337
-23.569906
-23.634184
-23.699318
-23.765100
-23.831255
-23.897741
-23.964025
-24.029778
-24.094230
-24.156689
-24.216152
-24.272295
-24.324856
-24.373215
-24.417093
-24.456787
-24.492695
-24.524935
-24.554117
-24.580599
-24.605896
-24.630209
-24.654518
-24.679550
-24.705930
-24.734344
-24.765066
-24.798847
-24.835302
-24.874313
-24.916110
-24.959368
-25.004507
-25.049719
-25.094645
-25.138288
-25.179188
-25.216244
-25.248495
-25.274706
-25.293365
-25.303890
-25.304970
-25.295914
-25.276154
-25.245338
-25.202728
-25.148731
-25.083730
-25.008091
-24.922787
-24.828587
-24.727394
-24.620356
-24.509615
-24.396360
-24.283120
-24.172047
-24.064867
-23.963722
-23.870361
-23.786330
-23.712978
-23.651690
-23.603094
-23.567642
-23.545860
-23.537802
-23.542957
-23.560831
-23.590200
-23.630680
-23.680918
-23.739570
-23.805529
-23.877190
-23.953382
-24.032904
-24.114475
-24.197190
-24.279570
-24.360584
-24.439869
-24.516998
-24.590870
-24.660870
-24.726791
-24.788220
-24.844929
-24.896920
-24.943619
-24.984950
-25.021120
-25.051680
-25.076849
-25.096252
-25.109850
-25.117850
-25.120432
-25.117432
-25.108910
-25.095490
-25.076952
-25.054316
-25.027693
-24.997292
-24.964466
-24.929020
-24.891775
-24.853840
-24.815699
-24.777771
-24.741014
-24.705566
-24.672190
-24.641182
-24.613005
-24.587854
-24.565554
-24.546383
-24.530273
-24.517395
-24.507250
-24.499850
-24.495150
-24.492397
-24.491630
-24.492271
-24.493770
-24.495670
-24.497541
-24.498592
-24.497772
-24.494953
-24.488823
-24.478504
-24.463474
-24.442707
-24.415367
-24.381317
-24.339653
-24.290182
-24.232834
-24.167686
-24.095226
-24.016220
-23.931664
-23.842520
-23.750048
-23.656174
-23.562237
-23.470114
-23.381168
-23.297447
-23.220621
-23.151587
-23.092125
-23.042390
-23.003761
-22.976318
-22.960016
-22.954899
-22.960170
-22.975353
-22.999382
-23.030720
-23.068289
-23.110430
-23.156110
-23.203777
-23.251566
-23.298643
-23.343475
-23.384909
-23.422295
-23.454994
-23.482168
-23.503504
-23.519152
-23.529356
-23.533846
-23.533186
-23.527672
-23.517908
-23.504278
-23.487925
-23.469400
-23.448576
-23.426523
-23.404270
-23.381640
-23.359350
-23.337948
-23.317150
-23.297464
-23.279163
-23.262657
-23.247705
-23.234398
-23.223091
-23.213081
-23.204918
-23.198635
-23.194458
-23.192680
-23.193274
-23.196720
-23.203180
-23.213078
-23.226965
-23.245121
-23.267847
-23.295855
-23.328850
-23.367046
-23.410520
-23.458868
-23.511396
-23.567839
-23.627089
-23.688128
-23.749487
-23.809803
-23.867622
-23.921358
-23.969290
-24.010426
-24.043007
-24.066353
-24.079477
-24.081760
-24.073294
-24.054602
-24.025803
-23.988320
-23.943071
-23.891987
-23.836637
-23.778912
-23.721563
-23.665972
-23.614607
-23.569420
-23.532240
-23.504938
-23.488928
-23.485147
-23.494452
-23.517496
-23.554860
-23.605467
-23.669552
-23.746105
-23.834015
-23.932358
-24.039337
-24.153727
-24.273684
-24.397724
-24.523970
-24.651134
-24.777420
-24.901281
-25.022013
-25.138239
-25.249195
-25.354212
-25.452840
-25.544727
-25.629147
-25.706387
-25.776436
-25.838766
-25.893078
-25.939625
-25.978476
-26.009064
-26.031746
-26.046020
-26.052109
-26.050121
-26.040379
-26.023478
-26.000345
-25.971620
-25.938704
-25.902851
-25.865402
-25.827906
-25.792670
-25.761036
-25.734888
-25.715750
-25.705172
-25.704010
-25.713284
-25.733242
-25.764110
-25.805592
-25.856830
-25.917137
-25.985190
-26.059126
-26.137304
-26.217663
-26.298685
-26.377974
-26.453674
-26.524319
-26.588223
-26.643534
-26.689209
-26.724396
-26.748420
-26.760736
-26.761550
-26.750124
-26.727402
-26.693794
-26.649979
-26.596764
-26.535309
-26.466972
-26.392643
-26.314226
-26.232810
-26.149755
-26.066767
-25.984797
-25.905262
-25.829890
-25.759262
-25.694172
-25.635418
-25.583760
-25.539074
-25.501402
-25.470783
-25.446350
-25.427673
-25.414003
-25.404016
-25.396880
-25.390997
-25.385214
-25.378662
-25.369438
-25.356464
-25.339660
-25.317312
-25.289097
-25.255028
-25.214700
-25.168213
-25.115925
-25.058340
-24.996107
-24.930084
-24.861376
-24.790329
-24.718510
-24.646372
-24.574932
-24.504715
-24.436275
-24.370358
-24.306593
-24.245272
-24.186830
-24.130900
-24.077427
-24.026323
-23.977750
-23.931000
-23.886486
-23.844276
-23.804490
-23.767170
-23.732887
-23.701672
-23.674162
-23.650520
-23.631222
-23.616367
-23.606173
-23.600458
-23.599644
-23.603210
-23.611317
-23.623226
-23.638930
-23.657448
-23.678625
-23.701952
-23.727352
-23.754470
-23.782633
-23.811825
-23.842030
-23.873250
-23.906048
-23.939901
-23.975328
-24.012602
-24.051712
-24.092990
-24.136133
-24.181337
-24.228449
-24.277596
-24.328154
-24.379826
-24.432215
-24.485273
-24.537931
-24.590286
-24.642035
-24.692630
-24.741974
-24.789799
