mouse_id,genotype,session_id,seg_id,model,alpha,beta,alpha_pos,alpha_neg,kappa0,kappa1,p_win_stay,p_loss_switch,p_switch,npar,logLik,nll,aic,bic
482,WT,18,482__MOUSE PRL__18__WT__0.7,random,,,,,,,,,,,,61.8265418935791,125.653083787158,128.152893457488
482,WT,18,482__MOUSE PRL__18__WT__0.7,wsls,,,,,,,0.781818181987688,0.499999994336255,,,,53.1129917351048,110.22598347021,115.22560281087
482,WT,18,482__MOUSE PRL__18__WT__0.7,q-learning,0.183447770795553,1.78900468807526,,,,,,,,,,54.8023385650572,113.604677130114,118.604296470775
482,WT,18,482__MOUSE PRL__18__WT__0.7,assymetric q-learning,,148.413159102577,0.000909489525799374,0.326280866258133,,,,,,,,54.1515690657975,114.303138131595,121.802567142586
482,WT,18,482__MOUSE PRL__18__WT__0.7,q-learning with stickiness,0.177468191585386,1.34711007606469,,,0.391746741773095,1.09689536025359,,,,,,52.4421268474546,112.884253694909,122.88349237623
482,WT,18,482__MOUSE PRL__18__WT__0.7,q-learning dual-alpha with stickiness,,148.413159102577,0.00069271516873553,0.290662137296177,0.38958090933897,1.01447551118235,,,,,,51.9851409728728,113.970281945746,126.469330297397
482,WT,18,482__MOUSE PRL__18__WT__0.7,hmm,,,,,,,,,0.325842696629214,10,-55.7211169625986,55.7211169625986,131.442233925197,156.4403306285
482,WT,19,482__MOUSE PRL__19__WT__0.7,random,,,,,,,,,,,,61.8265418935791,125.653083787158,128.152893457488
482,WT,19,482__MOUSE PRL__19__WT__0.7,wsls,,,,,,,0.793103464763927,0.483870966460562,,,,51.7338885229678,107.467777045936,112.467396386596
482,WT,19,482__MOUSE PRL__19__WT__0.7,q-learning,0.56465942942815,1.4015413489632,,,,,,,,,,51.7782235814765,107.556447162953,112.556066503614
482,WT,19,482__MOUSE PRL__19__WT__0.7,assymetric q-learning,,1.46938032249764,0.865578513710305,0.406039524394875,,,,,,,,51.2658243287597,108.531648657519,116.03107766851
482,WT,19,482__MOUSE PRL__19__WT__0.7,q-learning with stickiness,0.589705899895331,1.17435577722885,,,0.577748558574925,-0.616665288679475,,,,,,49.8094261396706,107.618852279341,117.618090960662
482,WT,19,482__MOUSE PRL__19__WT__0.7,q-learning dual-alpha with stickiness,,1.24000579849569,0.874639381301992,0.441527197280986,0.5682368435607,-0.754566616736804,,,,,,49.5065042646625,109.013008529325,121.512056880976
482,WT,19,482__MOUSE PRL__19__WT__0.7,hmm,,,,,,,,,0.146067415730337,10,-53.5318670736145,53.5318670736145,127.063734147229,152.061830850532
482,WT,20,482__MOUSE PRL__20__WT__0.7,random,,,,,,,,,,,,62.361022198642,126.722044397284,129.221854067614
482,WT,20,482__MOUSE PRL__20__WT__0.7,wsls,,,,,,,0.719298260236229,0.531249999300518,,,,56.6473641805186,117.294728361037,122.294347701698
482,WT,20,482__MOUSE PRL__20__WT__0.7,q-learning,0.392683680322627,1.28037592020258,,,,,,,,,,53.9902814946185,111.980562989237,116.980182329897
482,WT,20,482__MOUSE PRL__20__WT__0.7,assymetric q-learning,,1.35457690209648,0.649325740211008,0.268627998324937,,,,,,,,53.6964544491002,113.3929088982,120.892337909191
482,WT,20,482__MOUSE PRL__20__WT__0.7,q-learning with stickiness,0.404991456776292,1.21282025568281,,,0.276036332148994,-0.628109819429168,,,,,,53.5714168472228,115.142833694446,125.142072375767
482,WT,20,482__MOUSE PRL__20__WT__0.7,q-learning dual-alpha with stickiness,,1.29894110950588,0.662718720346483,0.282457557125388,0.271049951367036,-0.770874464923958,,,,,,53.3210834593382,116.642166918676,129.141215270328
482,WT,20,482__MOUSE PRL__20__WT__0.7,hmm,,,,,,,,,0.101123595505618,10,-58.1041388083562,58.1041388083562,136.208277616712,161.206374320015
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,random,,,,,,,,,,,,62.3832462502151,126.76649250043,129.26630217076
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,wsls,,,,,,,0.701754386921701,0.499999993123615,,,,57.6079742115344,119.215948423069,124.215567763729
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,q-learning,0.999954602131298,0.416157377266813,,,,,,,,,,60.7305532686609,125.461106537322,130.460725877982
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,assymetric q-learning,,0.897687768169472,0.999954602131298,0.089419678150393,,,,,,,,60.202414599475,126.40482919895,133.904258209941
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,q-learning with stickiness,0.999954602131298,0.348618019543585,,,0.495837182814023,-0.135032158236289,,,,,,58.3728764025375,124.745752805075,134.744991486396
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,q-learning dual-alpha with stickiness,,0.66982400939336,0.999954602131298,0.114679100197256,0.478589894371291,-0.169677531118249,,,,,,58.1057557400642,126.211511480128,138.71055983178
483,NL3,18,483__MOUSE PRL__18__NL3__0.7,hmm,,,,,,,,,0.370786516853933,10,-58.6746672659368,58.6746672659368,137.349334531874,162.347431235176
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,random,,,,,,,,,,,,61.289922893707,124.579845787414,127.079655457744
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,wsls,,,,,,,0.6274509870698,0.447368415798044,,,,60.497040984202,124.994081968404,129.993701309065
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,q-learning,0.160409028960149,1.04856805091834,,,,,,,,,,59.9406484883237,123.881296976647,128.880916317308
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,assymetric q-learning,,50.598665229946,0.00152297823755796,0.29303030104846,,,,,,,,59.4167856827677,124.833571365535,132.333000376526
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,q-learning with stickiness,0.185643890180034,0.930756068485686,,,0.333745745736931,-0.88048241244544,,,,,,58.899461016859,125.798922033718,135.798160715039
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,q-learning dual-alpha with stickiness,,3.96604029074019,0.0203640393104771,0.323148046571022,0.310244942251723,-0.758217673393895,,,,,,58.5266888442567,127.053377688513,139.552426040165
483,NL3,19,483__MOUSE PRL__19__NL3__0.7,hmm,,,,,,,,,0.404494382022472,10,-59.3986900493136,59.3986900493136,138.797380098627,163.79547680193
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,random,,,,,,,,,,,,61.289922893707,124.579845787414,127.079655457744
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,wsls,,,,,,,0.659090921021608,0.377777770362608,,,,58.7586178926255,121.517235785251,126.516855125912
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,q-learning,0.196107760022623,0.0128000497320992,,,,,,,,,,62.3825559835967,128.765111967193,133.764731307854
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,assymetric q-learning,,0.140446868664901,0.999954602131298,0.0277315162239399,,,,,,,,62.3385645069871,130.677129013974,138.176558024965
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,q-learning with stickiness,4.53978687024344e-05,0.00673794699908547,,,0.591224214983157,1.68648026310394,,,,,,58.0145813609098,124.02916272182,134.028401403141
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,q-learning dual-alpha with stickiness,,0.00673794699908547,4.53978687024344e-05,0.335300512965121,0.591223605678832,1.68650495019635,,,,,,58.0145739901043,126.029147980209,138.52819633186
483,NL3,20,483__MOUSE PRL__20__NL3__0.7,hmm,,,,,,,,,0.359550561797753,10,-57.5863019566563,57.5863019566563,135.172603913313,160.170700616615
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,random,,,,,,,,,,,,61.289922893707,124.579845787414,127.079655457744
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,wsls,,,,,,,0.595238102852441,0.382978714236922,,,,60.3174152464348,124.63483049287,129.63444983353
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,q-learning,4.53978687024344e-05,0.00673794699908547,,,,,,,,,,62.3832647531527,128.766529506305,133.766148846966
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,assymetric q-learning,,0.672412744905313,0.406379352718334,4.53978687024344e-05,,,,,,,,61.7866686200251,129.57333724005,137.072766251041
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,q-learning with stickiness,4.53978687024344e-05,0.00673794699908547,,,0.425740991401639,-0.289985689136059,,,,,,60.3129610169321,128.625922033864,138.625160715185
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,q-learning dual-alpha with stickiness,,0.506280602997456,0.999954602131298,4.53978687024344e-05,0.38586774713117,-0.623360409428507,,,,,,59.9410238886321,129.882047777264,142.381096128916
484,NL3,18,484__MOUSE PRL__18__NL3__0.7,hmm,,,,,,,,,0.393258426966292,10,-59.0664388462658,59.0664388462658,138.132877692532,163.130974395834
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,random,,,,,,,,,,,,59.666917811426,121.333835622852,123.833645293182
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,wsls,,,,,,,0.745098054454882,0.342105252681719,,,,54.0556755337956,112.111351067591,117.110970408252
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,q-learning,0.000230262244299045,148.413159102577,,,,,,,,,,58.7208768444652,121.44175368893,126.441373029591
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,assymetric q-learning,,1.80980053017749,0.999954602131298,0.0613138262804726,,,,,,,,57.5497192505721,121.099438501144,128.598867512135
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,q-learning with stickiness,0.00016410383353264,148.413159102577,,,0.794786730379709,-0.0464149297611094,,,,,,52.9631429605834,113.926285921167,123.925524602488
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,q-learning dual-alpha with stickiness,,1.16363675107174,0.999954602131298,0.0830013161234626,0.797126596506219,-0.769430354125669,,,,,,52.4833155154188,114.966631030838,127.465679382489
484,NL3,19,484__MOUSE PRL__19__NL3__0.7,hmm,,,,,,,,,0.292134831460674,10,-52.6943046262635,52.6943046262635,125.388609252527,150.38670595583
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,random,,,,,,,,,,,,62.361022198642,126.722044397284,129.221854067614
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,wsls,,,,,,,0.693877563244022,0.47499999908559,,,,58.5511973027012,121.102394605402,126.102013946063
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,q-learning,0.349873625732564,0.778706765507857,,,,,,,,,,58.9860180714025,121.972036142805,126.971655483466
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,assymetric q-learning,,148.413159102577,0.000856056213727332,0.888511045119557,,,,,,,,57.1773477277874,120.354695455575,127.854124466566
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,q-learning with stickiness,0.357066235504348,0.727044571726556,,,0.377033248555123,-0.543221212852523,,,,,,57.6390593516435,123.278118703287,133.277357384608
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,q-learning dual-alpha with stickiness,,148.413159102577,0.000914090083584708,0.896165739995015,0.321417294882401,-1.2500018492212,,,,,,56.01919921001,122.03839842002,134.537446771671
484,NL3,20,484__MOUSE PRL__20__NL3__0.7,hmm,,,,,,,,,0.0674157303370787,10,-58.3563949541434,58.3563949541434,136.712789908287,161.710886611589
485,NL3,18,485__MOUSE PRL__18__NL3__0.7,random,,,,,,,,,,,,62.0272209872465,126.054441974493,128.554251644823
485,NL3,18,485__MOUSE PRL__18__NL3__0.7,wsls,,,,,,,0.622222237902528,0.431818170042891,,,,60.614713752899,125.229427505798,130.229046846459
485,NL3,18,485__MOUSE PRL__18__NL3__0.7,q-learning,0.0233576555330925,4.9027978987094,,,,,,,,,,58.1261446238001,120.2522892476,125.251908588261
